,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
590,0,3,male,0.6274509803921569,0,0,0.11608166936030445,S,Third,man,True,Southampton,no,True,0
592,0,3,male,0.8627450980392157,0,0,0.11811818987539752,S,Third,man,True,Southampton,no,True,0
593,0,3,female,0.5235121107266436,0,2,0.12626427193576978,Q,Third,woman,False,Queenstown,no,False,2
594,0,2,male,0.6666666666666667,1,0,0.42359626713935666,S,Second,man,True,Southampton,no,False,1
595,0,3,male,0.6470588235294118,1,1,0.39345576351597933,S,Third,man,True,Southampton,no,False,2
596,1,2,female,0.5235121107266436,0,0,0.5376414159845682,S,Second,woman,False,Southampton,yes,True,0
597,0,3,male,0.9019607843137256,0,0,0.0,S,Third,man,True,Southampton,no,True,0
599,1,1,male,0.9019607843137256,1,0,0.927499869662687,C,First,man,True,Cherbourg,yes,False,1
600,1,2,female,0.411764705882353,2,1,0.43988843126010113,S,Second,woman,False,Southampton,yes,False,3
602,0,1,male,0.5235121107266436,0,0,0.6907877587195663,S,First,man,True,Southampton,no,True,0
603,0,3,male,0.803921568627451,0,0,0.13115192117199312,S,Third,man,True,Southampton,no,True,0
604,1,1,male,0.6274509803921569,0,0,0.43255695740576616,C,First,man,True,Cherbourg,yes,True,0
605,0,3,male,0.6470588235294118,1,0,0.2533431520775768,S,Third,man,True,Southampton,no,False,1
606,0,3,male,0.5294117647058824,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
607,1,1,male,0.4705882352941177,0,0,0.49691100568270685,S,First,man,True,Southampton,yes,True,0
608,1,2,female,0.37254901960784315,1,2,0.6774151504092593,C,Second,woman,False,Cherbourg,yes,False,3
610,0,3,female,0.7058823529411765,1,5,0.5095374328762838,S,Third,woman,False,Southampton,no,False,6
611,0,3,male,0.5235121107266436,0,0,0.11485975705124862,S,Third,man,True,Southampton,no,True,0
616,0,3,male,0.607843137254902,1,1,0.23460716333872061,S,Third,man,True,Southampton,no,False,2
617,0,3,female,0.4509803921568628,1,0,0.26230384234398624,S,Third,woman,False,Southampton,no,False,1
618,1,2,female,0.019607843137254832,2,1,0.6353944007090351,S,Second,child,False,Southampton,yes,False,3
619,0,2,male,0.4509803921568628,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
620,0,3,male,0.4705882352941177,1,0,0.23549019863406495,C,Third,man,True,Cherbourg,no,False,1
621,1,1,male,0.7647058823529412,1,0,0.8562216516344299,S,First,man,True,Southampton,yes,False,1
622,1,3,male,0.33333333333333337,1,1,0.2564663599395235,C,Third,man,True,Cherbourg,yes,False,2
623,0,3,male,0.35294117647058826,0,0,0.1279619154371513,S,Third,man,True,Southampton,no,True,0
624,0,3,male,0.35294117647058826,0,0,0.26230384234398624,S,Third,man,True,Southampton,no,True,0
628,0,3,male,0.4509803921568628,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
629,0,3,male,0.5235121107266436,0,0,0.12599219279495333,Q,Third,man,True,Queenstown,no,True,0
631,0,3,male,0.9411764705882354,0,0,0.11492818414055575,S,Third,man,True,Southampton,no,True,0
632,1,1,male,0.5686274509803922,0,0,0.49691100568270685,C,First,man,True,Cherbourg,yes,True,0
633,0,1,male,0.5235121107266436,0,0,0.0,S,First,man,True,Southampton,no,True,0
634,0,3,female,0.11764705882352938,3,2,0.4545513789687712,S,Third,child,False,Southampton,no,False,5
637,0,2,male,0.5490196078431373,1,1,0.4276693081695428,S,Second,man,True,Southampton,no,False,2
638,0,3,female,0.7450980392156863,0,5,0.6465952635420469,S,Third,woman,False,Southampton,no,False,5
639,0,3,male,0.5235121107266436,1,0,0.26230384234398624,S,Third,man,True,Southampton,no,False,1
643,1,3,male,0.5235121107266436,0,0,0.9204388457327566,S,Third,man,True,Southampton,yes,True,0
648,0,3,male,0.5235121107266436,0,0,0.12300583911162088,S,Third,man,True,Southampton,no,True,0
649,1,3,female,0.3921568627450981,0,0,0.12300583911162088,S,Third,woman,False,Southampton,yes,True,0
651,1,2,female,0.2941176470588236,0,1,0.3747197747771232,S,Second,woman,False,Southampton,yes,False,1
652,0,3,male,0.35294117647058826,0,0,0.13739670767947446,S,Third,man,True,Southampton,no,True,0
653,1,3,female,0.5235121107266436,0,0,0.12755461133413273,Q,Third,woman,False,Queenstown,yes,True,0
654,0,3,female,0.2941176470588236,0,0,0.10997210781502526,Q,Third,woman,False,Queenstown,no,True,0
657,0,3,female,0.5686274509803922,1,1,0.25252854387153956,Q,Third,woman,False,Queenstown,no,False,2
658,0,2,male,0.3921568627450981,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
661,0,3,male,0.7254901960784315,0,0,0.1177108857723789,C,Third,man,True,Cherbourg,no,True,0
662,0,1,male,0.8627450980392157,0,0,0.4168757494395495,S,First,man,True,Southampton,no,True,0
663,0,3,male,0.6470588235294118,0,0,0.12212280381627649,S,Third,man,True,Southampton,no,True,0
664,1,3,male,0.33333333333333337,1,0,0.12911540065690005,S,Third,man,True,Southampton,yes,False,1
667,0,3,male,0.5235121107266436,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
668,0,3,male,0.7843137254901962,0,0,0.13115192117199312,S,Third,man,True,Southampton,no,True,0
669,1,1,female,0.5235121107266436,1,0,0.8471925342787134,S,First,woman,False,Southampton,yes,False,1
670,1,2,female,0.7254901960784315,1,1,0.6353944007090351,S,Second,woman,False,Southampton,yes,False,2
671,0,1,male,0.5490196078431373,1,0,0.8471925342787134,S,First,man,True,Southampton,no,False,1
673,1,2,male,0.5490196078431373,0,0,0.2117981335696783,S,Second,man,True,Southampton,yes,True,0
675,0,3,male,0.2941176470588236,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
676,0,3,male,0.42156862745098045,0,0,0.13115192117199312,S,Third,man,True,Southampton,no,True,0
677,1,3,female,0.2941176470588236,0,0,0.16034259162713102,S,Third,woman,False,Southampton,yes,True,0
678,0,3,female,0.7843137254901962,1,6,0.7641024972629165,S,Third,woman,False,Southampton,no,False,7
680,0,3,female,0.5235121107266436,0,0,0.13257748553255824,Q,Third,woman,False,Queenstown,no,True,0
682,0,3,male,0.33333333333333337,0,0,0.1502952140138679,S,Third,man,True,Southampton,no,True,0
683,0,3,male,0.21568627450980393,5,2,0.7641024972629165,S,Third,child,False,Southampton,no,False,7
685,0,2,male,0.43137254901960786,1,2,0.6774151504092593,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,0.21568627450980393,4,1,0.6465952635420469,S,Third,child,False,Southampton,no,False,5
687,0,3,male,0.3137254901960784,0,0,0.16570434283926802,S,Third,man,True,Southampton,no,True,0
688,0,3,male,0.2941176470588236,0,0,0.12701045305249986,S,Third,man,True,Southampton,no,True,0
690,1,1,male,0.5490196078431373,1,0,0.9286533548824358,S,First,man,True,Southampton,yes,False,1
691,1,3,female,0.019607843137254832,0,1,0.21858707835879257,C,Third,child,False,Cherbourg,yes,False,1
693,0,3,male,0.43137254901960786,0,0,0.1177108857723789,C,Third,man,True,Cherbourg,no,True,0
695,0,2,male,0.9607843137254903,0,0,0.21994421563005057,S,Second,man,True,Southampton,no,True,0
697,1,3,female,0.5235121107266436,0,0,0.12599219279495333,Q,Third,woman,False,Queenstown,yes,True,0
699,0,3,male,0.7647058823529412,0,0,0.12463505552369533,S,Third,man,True,Southampton,no,True,0
701,1,1,male,0.6274509803921569,0,0,0.42828026432407074,S,First,man,True,Southampton,yes,True,0
702,0,3,female,0.2941176470588236,0,1,0.23549019863406495,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,0.43137254901960786,0,0,0.12612904697356758,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,0.4509803921568628,1,0,0.1279619154371513,S,Third,man,True,Southampton,no,False,1
705,0,2,male,0.7058823529411765,0,0,0.42359626713935666,S,Second,man,True,Southampton,no,True,0
706,1,2,female,0.823529411764706,0,0,0.21994421563005057,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,0.7647058823529412,0,0,0.42828026432407074,S,First,man,True,Southampton,yes,True,0
710,1,1,female,0.411764705882353,0,0,0.8065305510661593,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,0.5235121107266436,0,0,0.43255695740576616,S,First,man,True,Southampton,no,True,0
712,1,1,male,0.8823529411764707,1,0,0.8471925342787134,S,First,man,True,Southampton,yes,False,1
713,0,3,male,0.5098039215686275,0,0,0.15450348000625616,S,Third,man,True,Southampton,no,True,0
714,0,2,male,0.9607843137254903,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
715,0,3,male,0.3137254901960784,0,0,0.12463505552369533,S,Third,man,True,Southampton,no,True,0
717,1,2,female,0.4705882352941177,0,0,0.1710677232678171,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,0.5235121107266436,0,0,0.25252854387153956,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.5882352941176471,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
720,1,2,female,0.05882352941176472,0,1,0.5376414159845682,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,0.27450980392156865,1,0,0.11492818414055575,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.607843137254902,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
723,0,2,male,0.9215686274509804,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
724,1,1,male,0.4705882352941177,1,0,0.8651139148115323,S,First,man,True,Southampton,yes,False,1
725,0,3,male,0.33333333333333337,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.5294117647058824,3,0,0.3421354465356342,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,0.5235121107266436,0,0,0.12606061988426046,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,0.43137254901960786,1,0,0.42359626713935666,S,Second,man,True,Southampton,no,False,1
729,0,3,female,0.43137254901960786,1,0,0.12911540065690005,S,Third,woman,False,Southampton,no,False,1
731,0,3,male,0.1568627450980392,0,0,0.3060890334184871,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,0.5,0,0,0.26230384234398624,S,Third,man,True,Southampton,no,True,0
736,0,3,female,0.8823529411764707,1,3,0.5600431416505918,S,Third,woman,False,Southampton,no,False,4
740,1,1,male,0.5235121107266436,0,0,0.4887649236223346,S,First,man,True,Southampton,yes,True,0
743,0,3,male,0.411764705882353,1,0,0.26230384234398624,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.5490196078431373,0,0,0.12911540065690005,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,0.2549019607843137,1,1,0.3299163234450759,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.5294117647058824,0,0,0.2117981335696783,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,0.3137254901960784,1,0,0.8651139148115323,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.5490196078431373,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,0.019607843137254832,1,1,0.3747197747771232,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,0.05882352941176472,0,1,0.20324474740628745,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,0.5882352941176471,0,0,0.1547755591470726,S,Third,man,True,Southampton,no,True,0
753,0,3,male,0.3921568627450981,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
756,0,3,male,0.4901960784313726,0,0,0.12701045305249986,S,Third,man,True,Southampton,no,True,0
761,0,3,male,0.7450980392156863,0,0,0.11608166936030445,S,Third,man,True,Southampton,no,True,0
762,1,3,male,0.33333333333333337,0,0,0.11777931286168603,C,Third,man,True,Cherbourg,yes,True,0
764,0,3,male,0.2549019607843137,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
766,0,1,male,0.5235121107266436,0,0,0.6451696991814817,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.5392156862745099,0,0,0.12626427193576978,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,0.5235121107266436,1,0,0.39345576351597933,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.5686274509803922,0,0,0.13624322245972578,S,Third,man,True,Southampton,no,True,0
770,0,3,male,0.411764705882353,0,0,0.1547755591470726,S,Third,man,True,Southampton,no,True,0
771,0,3,male,0.8823529411764707,0,0,0.1279619154371513,S,Third,man,True,Southampton,no,True,0
774,1,2,female,1.0,1,3,0.3747197747771232,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,0.2941176470588236,0,0,0.12626427193576978,S,Third,man,True,Southampton,no,True,0
777,1,3,female,0.03921568627450983,0,0,0.20324474740628745,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,0.5235121107266436,0,0,0.12606061988426046,Q,Third,man,True,Queenstown,no,True,0
780,1,3,female,0.19607843137254904,0,0,0.11777931286168603,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,0.27450980392156865,1,0,0.9286533548824358,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,0.5098039215686275,0,0,0.4887649236223346,S,First,man,True,Southampton,no,True,0
783,0,3,male,0.5235121107266436,1,2,0.38205124863145823,S,Third,man,True,Southampton,no,False,3
784,0,3,male,0.43137254901960786,0,0,0.11485975705124862,S,Third,man,True,Southampton,no,True,0
785,0,3,male,0.43137254901960786,0,0,0.11811818987539752,S,Third,man,True,Southampton,no,True,0
786,1,3,female,0.2941176470588236,0,0,0.12212280381627649,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,0.0980392156862745,4,1,0.47450928001668324,Q,Third,child,False,Queenstown,no,False,5
791,0,2,male,0.2549019607843137,0,0,0.42359626713935666,S,Second,man,True,Southampton,no,True,0
793,0,1,male,0.5235121107266436,0,0,0.5001010114175486,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,0.43137254901960786,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
795,0,2,male,0.7058823529411765,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
796,1,1,female,0.9019607843137256,0,0,0.422442781919608,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.5490196078431373,0,0,0.1414697487096606,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.5294117647058824,0,0,0.11777931286168603,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.5294117647058824,1,1,0.39345576351597933,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.5490196078431373,1,1,0.4276693081695428,S,Second,woman,False,Southampton,yes,False,2
804,1,3,male,0.4705882352941177,0,0,0.1136378447421928,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.5490196078431373,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
806,0,1,male,0.7058823529411765,0,0,0.0,S,First,man,True,Southampton,no,True,0
807,0,3,female,0.2941176470588236,0,0,0.12667157603878837,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.5882352941176471,1,0,0.8651139148115323,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,0.4509803921568628,0,0,0.1285044445023721,S,Third,man,True,Southampton,no,True,0
811,0,3,male,0.7058823529411765,0,0,0.39345576351597933,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.6274509803921569,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
813,0,3,female,0.05882352941176472,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.5392156862745099,0,0,0.13115192117199312,S,Third,man,True,Southampton,no,True,0
816,0,3,female,0.3921568627450981,0,0,0.12911540065690005,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.5490196078431373,1,1,0.6028784995568531,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,0.7843137254901962,0,0,0.10508445857880191,S,Third,man,True,Southampton,no,True,0
819,0,3,male,0.13725490196078433,3,2,0.4545513789687712,S,Third,child,False,Southampton,no,False,5
821,1,3,male,0.4705882352941177,0,0,0.14113087169594912,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.6862745098039216,0,0,0.0,S,First,man,True,Southampton,no,True,0
823,1,3,female,0.4705882352941177,0,1,0.20324474740628745,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.5235121107266436,0,0,0.11323054063917415,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.5235121107266436,0,0,0.9204388457327566,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.5235121107266436,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,0.23529411764705882,1,0,0.23549019863406495,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,0.3921568627450981,0,0,0.1279619154371513,S,Third,man,True,Southampton,no,True,0
834,0,3,male,0.2941176470588236,0,0,0.13522496220217922,S,Third,man,True,Southampton,no,True,0
836,0,3,male,0.35294117647058826,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
839,1,1,male,0.5235121107266436,0,0,0.4838772743861113,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,0.33333333333333337,0,0,0.12911540065690005,S,Third,man,True,Southampton,no,True,0
841,0,2,male,0.2549019607843137,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.5294117647058824,0,0,0.5050570877430791,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.6176470588235294,0,0,0.10488080652729262,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.7647058823529412,0,0,0.12300583911162088,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.6274509803921569,0,0,0.1286396694645743,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,0.4901960784313726,0,1,0.5376414159845682,S,Second,man,True,Southampton,no,False,1
850,0,3,male,0.019607843137254832,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
852,0,3,female,0.11764705882352938,1,1,0.24838707575204627,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,0.2549019607843137,0,1,0.6419112663573328,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,0.803921568627451,1,0,0.42359626713935666,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,0.2941176470588236,0,1,0.15233173452896093,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,0.9411764705882354,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
858,1,3,female,0.411764705882353,0,3,0.31375938428653355,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.7450980392156863,2,0,0.22985473906469944,S,Third,man,True,Southampton,no,False,2
861,0,2,male,0.35294117647058826,1,0,0.1873598873885616,S,Second,man,True,Southampton,no,False,1
862,1,1,female,0.8823529411764707,0,0,0.422442781919608,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,0.411764705882353,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.7647058823529412,0,0,0.2117981335696783,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,0.4705882352941177,1,0,0.2257816980345133,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.5490196078431373,0,0,0.8226858610082897,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.5235121107266436,0,0,0.1547755591470726,S,Third,man,True,Southampton,no,True,0
869,1,3,male,0.019607843137254832,1,1,0.1813855508054846,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,0.8627450980392157,1,1,0.8562216516344299,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.5882352941176471,0,0,0.08146082060372242,S,First,man,True,Southampton,no,True,0
873,0,3,male,0.8627450980392157,0,0,0.14662947708670038,S,Third,man,True,Southampton,no,True,0
874,1,2,female,0.4901960784313726,1,0,0.3910119388978677,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,0.23529411764705882,0,0,0.1177108857723789,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,0.33333333333333337,0,0,0.1604093895000261,S,Third,man,True,Southampton,no,True,0
880,1,2,female,0.43137254901960786,0,1,0.42359626713935666,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.5882352941176471,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
882,0,3,female,0.37254901960784315,0,0,0.17133980240863356,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,0.4901960784313726,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.7058823529411765,0,5,0.47450928001668324,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,0.3137254901960784,0,0,0.4887649236223346,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.5235121107266436,1,2,0.38205124863145823,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,0.4509803921568628,0,0,0.4887649236223346,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.5686274509803922,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
